#model_version:v2026.06.15,score_date:2026-09-24T12:00:20Z
cve,epss,percentile
CVE-2001-1112,0.10615,0.95631
CVE-2001-1113,0.04292,0.90747
CVE-2001-1114,0.03588,0.88962
CVE-2001-1115,0.07315,0.94154
CVE-2001-1116,0.0036,0.27023
CVE-2001-1117,0.01839,0.78037
CVE-2001-1118,0.03287,0.8798
CVE-2001-1119,0.00401,0.31556
CVE-2001-1120,0.01926,0.79066
CVE-2001-1122,0.03742,0.89431
CVE-2001-1123,0.00779,0.53954
CVE-2001-1124,0.03067,0.87076
CVE-2001-1125,0.02474,0.83841
CVE-2001-1126,0.02595,0.84655
CVE-2001-1127,0.02371,0.83096
CVE-2001-1128,0.00712,0.51545
CVE-2001-1129,0.00425,0.34019
CVE-2001-1130,0.10817,0.95692
CVE-2001-1131,0.01361,0.70529
CVE-2001-1132,0.02522,0.84174
CVE-2001-1133,0.00822,0.55433
CVE-2001-1134,0.01632,0.752
CVE-2001-1135,0.01497,0.73084
CVE-2001-1136,0.00516,0.4135
CVE-2001-1137,0.02811,0.85927
CVE-2001-1138,0.10257,0.95522
CVE-2001-1139,0.0209,0.80789
CVE-2001-1140,0.02302,0.82582
CVE-2001-1141,0.04988,0.91893
CVE-2001-1142,0.01966,0.79491
CVE-2001-1143,0.01632,0.752
CVE-2001-1144,0.0581,0.92854
CVE-2001-1145,0.00298,0.19938
CVE-2001-1146,0.00336,0.24162
CVE-2001-1147,0.00434,0.34962
CVE-2001-1148,0.00366,0.27693
CVE-2001-1149,0.01333,0.69906
CVE-2001-1150,0.02447,0.83663
CVE-2001-1151,0.02414,0.83409
CVE-2001-1152,0.02443,0.83625
CVE-2001-1153,0.00416,0.33138
CVE-2001-1154,0.01614,0.74929
CVE-2001-1155,0.02027,0.80159
CVE-2001-1156,0.07054,0.93965
CVE-2001-1157,0.02443,0.83626
CVE-2001-1158,0.03198,0.87592
CVE-2001-1159,0.03644,0.8914
CVE-2001-1160,0.03735,0.89412
CVE-2001-1161,0.03635,0.89099
CVE-2001-1162,0.12032,0.95987
CVE-2001-1163,0.11195,0.95804
CVE-2001-1164,0.00556,0.43903
CVE-2001-1165,0.00489,0.39419
CVE-2001-1166,0.01386,0.7102
CVE-2001-1168,0.03448,0.88531
CVE-2001-1169,0.01191,0.66608
CVE-2001-1170,0.07571,0.94303
CVE-2001-1171,0.00345,0.25218
CVE-2001-1172,0.00351,0.26035
CVE-2001-1173,0.00345,0.25219
CVE-2001-1174,0.04226,0.90628
CVE-2001-1175,0.00425,0.3403
CVE-2001-1176,0.02756,0.85621
CVE-2001-1177,0.01,0.61221
CVE-2001-1178,0.00768,0.53609
CVE-2001-1179,0.00442,0.35686
CVE-2001-1180,0.00595,0.46094
CVE-2001-1181,0.0071,0.51452
CVE-2001-1182,0.00548,0.43414
CVE-2001-1183,0.0382,0.89658
CVE-2001-1184,0.03501,0.88708
CVE-2001-1185,0.00809,0.54997
CVE-2001-1186,0.34674,0.98369
CVE-2001-1187,0.02355,0.82996
CVE-2001-1188,0.05644,0.92671
CVE-2001-1189,0.00326,0.22937
CVE-2001-1190,0.00399,0.31277
CVE-2001-1191,0.01258,0.68279
CVE-2001-1192,0.0216,0.81408
CVE-2001-1193,0.0226,0.82224
CVE-2001-1194,0.03257,0.87859
CVE-2001-1195,0.07338,0.94167
CVE-2001-1196,0.09778,0.95366
CVE-2001-1197,0.00329,0.23298
CVE-2001-1198,0.00525,0.42021
CVE-2001-1199,0.08727,0.94958
CVE-2001-1200,0.02535,0.8426
CVE-2001-1201,0.00596,0.46166
CVE-2001-1202,0.06672,0.93644
CVE-2001-1203,0.00346,0.2531
CVE-2001-1204,0.02012,0.80013
CVE-2001-1205,0.02557,0.84403
CVE-2001-1206,0.01875,0.78475
CVE-2001-1207,0.03948,0.90011
CVE-2001-1208,0.02244,0.82113
CVE-2001-1209,0.08037,0.94576
CVE-2001-1210,0.02331,0.82801
CVE-2001-1211,0.02999,0.86803
CVE-2001-1212,0.0762,0.94339
CVE-2001-1213,0.01481,0.7281
CVE-2001-1214,0.03646,0.8915
CVE-2001-1215,0.02756,0.85621
CVE-2001-1216,0.08547,0.94865
CVE-2001-1217,0.54383,0.98976
CVE-2001-1218,0.01487,0.72912
CVE-2001-1219,0.0604,0.93096
CVE-2001-1220,0.02257,0.82205
CVE-2001-1221,0.01291,0.68976
CVE-2001-1222,0.01601,0.74728
CVE-2001-1223,0.02846,0.86112
CVE-2001-1224,0.0211,0.80978
CVE-2001-1225,0.00328,0.23177
CVE-2001-1226,0.0152,0.7347
CVE-2001-1227,0.01419,0.71648
CVE-2001-1228,0.03064,0.87065
CVE-2001-1229,0.0334,0.8817
CVE-2001-1230,0.0334,0.88169
CVE-2001-1231,0.01854,0.78221
CVE-2001-1232,0.01908,0.78863
CVE-2001-1233,0.01627,0.75119
CVE-2001-1234,0.03504,0.88716
CVE-2001-1235,0.04573,0.91266
CVE-2001-1236,0.03646,0.89149
CVE-2001-1237,0.04594,0.91299
CVE-2001-1238,0.0121,0.67115
CVE-2001-1239,0.01272,0.68582
CVE-2001-1240,0.0184,0.78042
CVE-2001-1241,0.0387,0.89795
CVE-2001-1242,0.02981,0.86727
CVE-2001-1243,0.70505,0.99369
CVE-2001-1244,0.21965,0.97577
CVE-2001-1245,0.02442,0.83615
CVE-2001-1246,0.09725,0.95346
CVE-2001-1247,0.09383,0.95221
CVE-2001-1248,0.01976,0.79595
CVE-2001-1249,0.01258,0.68273
CVE-2001-1250,0.01812,0.77702
CVE-2001-1251,0.01614,0.74932
CVE-2001-1252,0.03157,0.87434
CVE-2001-1253,0.00307,0.20823
CVE-2001-1254,0.01975,0.79581
CVE-2001-1255,0.00607,0.46723
CVE-2001-1256,0.06116,0.93168
CVE-2001-1257,0.01971,0.79541
CVE-2001-1258,0.00464,0.37463
CVE-2001-1259,0.02401,0.83311
CVE-2001-1260,0.01831,0.77938
CVE-2001-1261,0.01221,0.67374
CVE-2001-1262,0.01561,0.74159
CVE-2001-1263,0.07563,0.943
CVE-2001-1264,0.03948,0.90013
CVE-2001-1265,0.04177,0.90524
CVE-2001-1266,0.01607,0.74826
CVE-2001-1267,0.01078,0.63548
CVE-2001-1268,0.0067,0.49798
CVE-2001-1269,0.00503,0.4039
CVE-2001-1270,0.00579,0.45219
CVE-2001-1271,0.00579,0.45219
CVE-2001-1272,0.00383,0.29564
CVE-2001-1273,0.00352,0.26083
CVE-2001-1274,0.05428,0.92408
CVE-2001-1275,0.00533,0.42505
CVE-2001-1276,0.00317,0.21947
CVE-2001-1277,0.00388,0.30056
CVE-2001-1278,0.01396,0.71212
CVE-2001-1279,0.04784,0.91587
CVE-2001-1280,0.02188,0.81626
CVE-2001-1281,0.02378,0.83149
CVE-2001-1282,0.02188,0.81626
CVE-2001-1283,0.04135,0.90443
CVE-2001-1284,0.02238,0.82066
CVE-2001-1285,0.02663,0.85079
CVE-2001-1286,0.03495,0.88688
CVE-2001-1287,0.09911,0.95414
CVE-2001-1288,0.05866,0.92927
CVE-2001-1289,0.05214,0.92189
CVE-2001-1290,0.06488,0.93502
CVE-2001-1291,0.08898,0.95044
CVE-2001-1292,0.0289,0.86318
CVE-2001-1293,0.03613,0.89034
CVE-2001-1294,0.02639,0.84926
CVE-2001-1295,0.01917,0.78972
CVE-2001-1296,0.0231,0.82646
CVE-2001-1297,0.019,0.78772
CVE-2001-1298,0.01481,0.7281
CVE-2001-1299,0.02246,0.82132
CVE-2001-1300,0.01993,0.79789
CVE-2001-1301,0.00295,0.19692
CVE-2001-1302,0.02194,0.8168
CVE-2001-1303,0.08849,0.95017
CVE-2001-1304,0.01932,0.79145
CVE-2001-1305,0.01481,0.72811
CVE-2001-1306,0.04068,0.90286
CVE-2001-1307,0.05278,0.92256
CVE-2001-1308,0.04584,0.91284
CVE-2001-1309,0.05278,0.92257
CVE-2001-1310,0.0448,0.91095
CVE-2001-1311,0.07043,0.93956
CVE-2001-1312,0.0448,0.91094
CVE-2001-1313,0.03945,0.90006
CVE-2001-1314,0.05278,0.92256
CVE-2001-1315,0.0434,0.90835
CVE-2001-1316,0.05278,0.92256
CVE-2001-1317,0.03945,0.90006
CVE-2001-1318,0.02687,0.85229
CVE-2001-1319,0.33349,0.98319
CVE-2001-1320,0.68324,0.99309
CVE-2001-1321,0.05796,0.92838
CVE-2001-1322,0.00363,0.27411
CVE-2001-1323,0.04047,0.90245
CVE-2001-1324,0.00326,0.22937
CVE-2001-1325,0.27292,0.97989
CVE-2001-1326,0.02698,0.85293
CVE-2001-1327,0.00353,0.26173
CVE-2001-1328,0.16944,0.96954
CVE-2001-1329,0.00435,0.35117
CVE-2001-1330,0.00435,0.35116
CVE-2001-1331,0.00295,0.19692
CVE-2001-1332,0.04251,0.90672
CVE-2001-1333,0.00345,0.25207
CVE-2001-1334,0.03092,0.87177
CVE-2001-1335,0.0819,0.94666
CVE-2001-1336,0.01316,0.69521
CVE-2001-1337,0.01614,0.74931
CVE-2001-1338,0.01979,0.79632
CVE-2001-1339,0.07488,0.94256
CVE-2001-1340,0.02099,0.80883
CVE-2001-1341,0.03202,0.87612
CVE-2001-1342,0.12006,0.95983
CVE-2001-1343,0.09845,0.9539
CVE-2001-1344,0.02915,0.86437
CVE-2001-1345,0.00499,0.40118
CVE-2001-1346,0.00606,0.46701
CVE-2001-1347,0.03334,0.88149
CVE-2001-1348,0.0138,0.7091
CVE-2001-1349,0.00418,0.33391
CVE-2001-1350,0.02053,0.80418
CVE-2001-1351,0.01582,0.74465
CVE-2001-1352,0.01582,0.74465
CVE-2001-1353,0.00317,0.21948
CVE-2001-1354,0.00778,0.53909
CVE-2001-1355,0.03565,0.88894
CVE-2001-1356,0.03823,0.89667
CVE-2001-1357,0.01144,0.65294
CVE-2001-1358,0.00676,0.50114
CVE-2001-1359,0.02846,0.86112
CVE-2001-1360,0.00353,0.26209
CVE-2001-1361,0.01132,0.64982
CVE-2001-1362,0.01162,0.65789
CVE-2001-1363,0.01456,0.72342
CVE-2001-1364,0.01132,0.64982
CVE-2001-1365,0.01132,0.64982
CVE-2001-1366,0.01309,0.69371
CVE-2001-1367,0.02444,0.83628
CVE-2001-1368,0.00966,0.6009
CVE-2001-1369,0.01648,0.75448
CVE-2001-1370,0.17202,0.96988
CVE-2001-1371,0.12299,0.96043
CVE-2001-1372,0.06483,0.93499
CVE-2001-1373,0.01497,0.73088
CVE-2001-1374,0.00371,0.28284
CVE-2001-1375,0.00411,0.3256
CVE-2001-1376,0.08544,0.94863
CVE-2001-1377,0.05425,0.92406
CVE-2001-1378,0.00342,0.24965
CVE-2001-1379,0.01905,0.78836
CVE-2001-1380,0.02949,0.86592
CVE-2001-1382,0.07818,0.94454
CVE-2001-1383,0.00322,0.22467
CVE-2001-1384,0.00963,0.60005
CVE-2001-1385,0.01613,0.74906
CVE-2001-1386,0.03037,0.86958
CVE-2001-1387,0.00401,0.31545
CVE-2001-1388,0.01067,0.63271
CVE-2001-1389,0.0334,0.8817
CVE-2001-1390,0.00383,0.29563
CVE-2001-1391,0.00423,0.33902
CVE-2001-1392,0.00427,0.34206
CVE-2001-1393,0.00427,0.34205
CVE-2001-1394,0.004,0.31405
CVE-2001-1395,0.0044,0.35498
CVE-2001-1396,0.0044,0.35498
CVE-2001-1397,0.0044,0.35498
CVE-2001-1398,0.02857,0.8616
CVE-2001-1399,0.00443,0.35836
CVE-2001-1400,0.004,0.31405
CVE-2001-1401,0.01672,0.75796
CVE-2001-1402,0.01917,0.78974
CVE-2001-1403,0.01126,0.64842
CVE-2001-1404,0.01126,0.64842
CVE-2001-1405,0.0029,0.19191
CVE-2001-1406,0.00322,0.22458
CVE-2001-1407,0.01163,0.65829
CVE-2001-1408,0.08101,0.94614
CVE-2001-1409,0.00382,0.29402
CVE-2001-1410,0.50549,0.98877
CVE-2001-1411,0.00454,0.36721
CVE-2001-1412,0.01058,0.62963
CVE-2001-1413,0.04775,0.91575
CVE-2001-1414,0.01532,0.73661
CVE-2001-1415,0.00312,0.21357
CVE-2001-1416,0.01605,0.74797
CVE-2001-1417,0.02424,0.83486
CVE-2001-1418,0.02202,0.8177
CVE-2001-1419,0.02412,0.83401
CVE-2001-1420,0.02448,0.83669
CVE-2001-1421,0.02424,0.83486
CVE-2001-1422,0.02064,0.80527
CVE-2001-1423,0.01892,0.78684
CVE-2001-1424,0.0353,0.88789
CVE-2001-1425,0.03737,0.89417
CVE-2001-1426,0.02027,0.80152
CVE-2001-1427,0.01913,0.78915
CVE-2001-1428,0.02546,0.84331
CVE-2001-1429,0.00436,0.35196
CVE-2001-1430,0.036,0.89001
CVE-2001-1431,0.01302,0.69229
CVE-2001-1432,0.04072,0.90299
CVE-2001-1433,0.03437,0.88493
CVE-2001-1434,0.02745,0.85558
CVE-2001-1435,0.01629,0.75135
CVE-2001-1436,0.00471,0.38028
CVE-2001-1437,0.02115,0.81018
CVE-2001-1438,0.02056,0.80444
CVE-2001-1439,0.00573,0.44953
CVE-2001-1440,0.05015,0.91927
CVE-2001-1441,0.02693,0.85266
CVE-2001-1442,0.01887,0.78608
CVE-2001-1443,0.011,0.64191
CVE-2001-1444,0.01296,0.69085
CVE-2001-1445,0.01949,0.79333
CVE-2001-1446,0.03082,0.87141
CVE-2001-1447,0.00471,0.3808
CVE-2001-1448,0.00548,0.43433
CVE-2001-1449,0.07805,0.94447
CVE-2001-1450,0.06974,0.93895
CVE-2001-1451,0.27894,0.98032
CVE-2001-1452,0.0938,0.9522
CVE-2001-1453,0.11295,0.95823
CVE-2001-1454,0.09632,0.95312
CVE-2001-1455,0.02061,0.80499
CVE-2001-1456,0.05652,0.92679
CVE-2001-1457,0.06283,0.93328
CVE-2001-1458,0.0405,0.90255
CVE-2001-1459,0.02158,0.81398
CVE-2001-1460,0.03278,0.87933
CVE-2001-1461,0.01818,0.7778
CVE-2001-1462,0.01619,0.75015
CVE-2001-1463,0.03163,0.87458
CVE-2001-1464,0.04022,0.90193
CVE-2001-1465,0.0035,0.25906
CVE-2001-1466,0.03982,0.90103
CVE-2001-1467,0.02612,0.84757
CVE-2001-1468,0.01858,0.78287
CVE-2001-1469,0.01214,0.67215
CVE-2001-1470,0.01148,0.6538
CVE-2001-1471,0.07702,0.94383
CVE-2001-1472,0.02578,0.84541
CVE-2001-1473,0.06268,0.93314
CVE-2001-1474,0.01173,0.6609
CVE-2001-1475,0.01538,0.73778
CVE-2001-1476,0.01007,0.6142
CVE-2001-1477,0.00324,0.22775
CVE-2001-1478,0.00448,0.3624
CVE-2001-1479,0.0043,0.34499
CVE-2001-1480,0.02064,0.80532
CVE-2001-1481,0.02901,0.86376
CVE-2001-1482,0.0123,0.67612
CVE-2001-1483,0.03671,0.89222
CVE-2001-1484,0.02364,0.83051
CVE-2001-1487,0.00521,0.41739
CVE-2001-1488,0.01336,0.69983
CVE-2001-1489,0.17664,0.97048
CVE-2001-1490,0.06352,0.93386
CVE-2001-1491,0.0697,0.93892
CVE-2001-1494,0.00433,0.34867
CVE-2001-1495,0.02057,0.80454
CVE-2001-1496,0.04837,0.9166
CVE-2001-1497,0.02047,0.80356
CVE-2001-1498,0.00419,0.33523
CVE-2001-1499,0.0152,0.73466
CVE-2001-1500,0.12449,0.96068
CVE-2001-1501,0.38414,0.98519
CVE-2001-1502,0.09057,0.95106
CVE-2001-1503,0.00764,0.53452
CVE-2001-1504,0.0208,0.80683
CVE-2001-1505,0.01372,0.70738
CVE-2001-1506,0.00549,0.4347
CVE-2001-1507,0.02241,0.821
CVE-2001-1508,0.0046,0.37118
CVE-2001-1509,0.00482,0.38913
CVE-2001-1510,0.02538,0.84286
CVE-2001-1511,0.01321,0.69627
CVE-2001-1512,0.02062,0.80514
CVE-2001-1513,0.01532,0.73661
CVE-2001-1514,0.01422,0.71706
CVE-2001-1515,0.04004,0.90153
CVE-2001-1516,0.0136,0.70505
CVE-2001-1517,0.02133,0.81182
CVE-2001-1518,0.03491,0.88679
CVE-2001-1519,0.03472,0.88613
CVE-2001-1520,0.00332,0.23625
CVE-2001-1521,0.01171,0.66046
CVE-2001-1522,0.00992,0.60939
CVE-2001-1523,0.00998,0.61143
CVE-2001-1524,0.02013,0.80021
CVE-2001-1525,0.02513,0.84111
CVE-2001-1526,0.00992,0.60939
CVE-2001-1527,0.00312,0.21436
CVE-2001-1528,0.07914,0.9451
CVE-2001-1529,0.01445,0.72135
CVE-2001-1530,0.004,0.31385
CVE-2001-1531,0.03076,0.87112
CVE-2001-1532,0.0126,0.68312
CVE-2001-1533,0.18012,0.97089
CVE-2001-1534,0.00703,0.51185
CVE-2001-1535,0.00347,0.25502
CVE-2001-1536,0.01355,0.70395
CVE-2001-1537,0.01115,0.6457
CVE-2001-1538,0.01764,0.77061
CVE-2001-1539,0.13903,0.96399
CVE-2001-1540,0.01227,0.67536
CVE-2001-1541,0.00601,0.46444
CVE-2001-1542,0.02821,0.85986
CVE-2001-1543,0.02389,0.83231
CVE-2001-1544,0.01685,0.75994
CVE-2001-1545,0.01373,0.70771
CVE-2001-1546,0.00413,0.32795
CVE-2001-1547,0.13737,0.96371
CVE-2001-1548,0.00429,0.34382
CVE-2001-1549,0.00755,0.53133
CVE-2001-1550,0.00368,0.27878
CVE-2001-1551,0.00415,0.33085
CVE-2001-1552,0.13903,0.96399
CVE-2001-1553,0.00403,0.31747
CVE-2001-1554,0.0124,0.67852
CVE-2001-1555,0.00441,0.3565
CVE-2001-1556,0.03564,0.88889
CVE-2001-1557,0.01193,0.66654
CVE-2001-1558,0.01066,0.6326
CVE-2001-1559,0.01482,0.72829
CVE-2001-1560,0.03067,0.87079
CVE-2001-1561,0.01201,0.66846
CVE-2001-1562,0.00397,0.31122
CVE-2001-1563,0.04931,0.91803
CVE-2001-1564,0.00486,0.39199
CVE-2001-1565,0.00343,0.25072
CVE-2001-1566,0.02759,0.85636
CVE-2001-1567,0.01558,0.74115
CVE-2001-1568,0.00682,0.50338
CVE-2001-1569,0.00682,0.50337
CVE-2001-1570,0.01651,0.75485
CVE-2001-1571,0.13093,0.96215
CVE-2001-1572,0.02753,0.85603
CVE-2001-1573,0.03616,0.89046
CVE-2001-1574,0.03616,0.89046
CVE-2001-1575,0.01885,0.78594
CVE-2001-1576,0.00533,0.42531
CVE-2001-1577,0.01283,0.68801
CVE-2001-1578,0.00292,0.19368
CVE-2001-1579,0.0124,0.67852
CVE-2001-1580,0.02883,0.86282
CVE-2001-1581,0.0126,0.68318
CVE-2001-1582,0.01297,0.69123
CVE-2001-1583,0.834,0.99674
CVE-2001-1584,0.01806,0.77605
CVE-2001-1585,0.01924,0.79043
CVE-2001-1586,0.082,0.94672
CVE-2001-1587,0.01158,0.65664
CVE-2001-1593,0.00399,0.31339
CVE-2001-1594,0.01679,0.75898
CVE-2002-0001,0.03369,0.8827
CVE-2002-0002,0.05283,0.9226
CVE-2002-0003,0.01833,0.77955
CVE-2002-0004,0.01343,0.70138
CVE-2002-0005,0.15536,0.96706
CVE-2002-0006,0.08087,0.94605
CVE-2002-0007,0.02371,0.83096
CVE-2002-0008,0.01855,0.7825
CVE-2002-0009,0.01194,0.66676
CVE-2002-0010,0.02281,0.82401
CVE-2002-0011,0.01395,0.71188
CVE-2002-0012,0.24088,0.97766
CVE-2002-0013,0.51126,0.98896
CVE-2002-0014,0.02179,0.81559
CVE-2002-0017,0.0325,0.87807
CVE-2002-0018,0.16402,0.96866
CVE-2002-0020,0.16946,0.96955
CVE-2002-0021,0.14242,0.96463
CVE-2002-0022,0.39767,0.98572
CVE-2002-0023,0.37026,0.98463
CVE-2002-0024,0.04331,0.90815
CVE-2002-0025,0.14209,0.96455
CVE-2002-0026,0.13325,0.96263
CVE-2002-0027,0.1932,0.97249
CVE-2002-0028,0.05271,0.92248
CVE-2002-0029,0.09861,0.95397
CVE-2002-0030,0.00902,0.57967
CVE-2002-0031,0.04943,0.91823
CVE-2002-0032,0.03871,0.89799
CVE-2002-0033,0.23078,0.97683
CVE-2002-0034,0.01949,0.79338
CVE-2002-0036,0.04525,0.9117
CVE-2002-0037,0.02631,0.84884
CVE-2002-0038,0.01632,0.75202
CVE-2002-0039,0.01272,0.68579
CVE-2002-0040,0.00332,0.23629
CVE-2002-0041,0.01632,0.75203
CVE-2002-0042,0.00328,0.23177
CVE-2002-0043,0.0093,0.58911
CVE-2002-0044,0.00351,0.25979
CVE-2002-0045,0.02222,0.81931
CVE-2002-0046,0.02682,0.852
CVE-2002-0047,0.01677,0.75866
CVE-2002-0048,0.34016,0.98346
CVE-2002-0049,0.13305,0.96258
CVE-2002-0050,0.13216,0.96237
CVE-2002-0051,0.00785,0.54132
CVE-2002-0052,0.18223,0.97112
CVE-2002-0053,0.35026,0.98383
CVE-2002-0054,0.22438,0.97617
CVE-2002-0055,0.34694,0.9837
CVE-2002-0056,0.24864,0.97831
CVE-2002-0057,0.19175,0.97232
CVE-2002-0058,0.08587,0.94883
CVE-2002-0059,0.09691,0.95333
CVE-2002-0060,0.04894,0.91748
CVE-2002-0061,0.50371,0.98873
CVE-2002-0062,0.00489,0.39421
CVE-2002-0063,0.03835,0.89699
CVE-2002-0064,0.00369,0.27955
CVE-2002-0065,0.00251,0.1463
CVE-2002-0066,0.01635,0.75249
CVE-2002-0067,0.03651,0.89162
CVE-2002-0068,0.09449,0.95246
CVE-2002-0069,0.02783,0.85788
CVE-2002-0070,0.18464,0.97144
CVE-2002-0071,0.33643,0.98332
CVE-2002-0072,0.56627,0.9903
CVE-2002-0073,0.56391,0.99025
CVE-2002-0074,0.33789,0.98338
CVE-2002-0075,0.33789,0.98337
CVE-2002-0076,0.26861,0.97964
CVE-2002-0077,0.11471,0.95863
CVE-2002-0078,0.21947,0.97574
CVE-2002-0079,0.77341,0.99542
CVE-2002-0080,0.00525,0.42031
CVE-2002-0081,0.24256,0.97779
CVE-2002-0082,0.29662,0.98132
CVE-2002-0083,0.14688,0.96544
CVE-2002-0084,0.20716,0.97451
CVE-2002-0085,0.01797,0.77479
CVE-2002-0086,0.00429,0.34424
CVE-2002-0087,0.00342,0.24922
CVE-2002-0088,0.00388,0.30091
CVE-2002-0089,0.004,0.31359
CVE-2002-0090,0.00514,0.41224
CVE-2002-0091,0.02133,0.81181
CVE-2002-0092,0.01846,0.78127
CVE-2002-0093,0.00571,0.44818
CVE-2002-0094,0.03287,0.87981
CVE-2002-0095,0.0279,0.85814
CVE-2002-0096,0.00392,0.30517
CVE-2002-0097,0.01588,0.74544
CVE-2002-0098,0.06881,0.9382
CVE-2002-0099,0.01832,0.77953
CVE-2002-0100,0.01648,0.75448
CVE-2002-0101,0.12405,0.9606
CVE-2002-0102,0.04069,0.90288
CVE-2002-0103,0.00615,0.47144
CVE-2002-0104,0.01522,0.73497
CVE-2002-0105,0.00346,0.25312
CVE-2002-0106,0.07092,0.93996
CVE-2002-0107,0.07853,0.94475
CVE-2002-0108,0.03283,0.8796
CVE-2002-0109,0.01675,0.75837
CVE-2002-0110,0.00424,0.33963
CVE-2002-0111,0.02585,0.8458
CVE-2002-0112,0.08134,0.94635
CVE-2002-0113,0.00371,0.28193
CVE-2002-0114,0.00371,0.28193
CVE-2002-0115,0.0364,0.89115
CVE-2002-0116,0.01632,0.75203
CVE-2002-0117,0.02844,0.86098
CVE-2002-0118,0.07101,0.94003
CVE-2002-0119,0.01939,0.7923
CVE-2002-0120,0.00341,0.24785
CVE-2002-0121,0.01183,0.66397
CVE-2002-0122,0.01741,0.76733
CVE-2002-0123,0.03251,0.87813
CVE-2002-0124,0.02039,0.80266
CVE-2002-0125,0.0046,0.37192
CVE-2002-0126,0.04172,0.90513
CVE-2002-0127,0.01258,0.68274
CVE-2002-0128,0.10113,0.95479
CVE-2002-0129,0.00345,0.25165
CVE-2002-0130,0.00465,0.37555
CVE-2002-0131,0.06574,0.93575
CVE-2002-0132,0.01168,0.65964
CVE-2002-0133,0.04858,0.91698
CVE-2002-0134,0.0351,0.88738
CVE-2002-0135,0.03178,0.87518
CVE-2002-0136,0.07696,0.9438
CVE-2002-0137,0.00752,0.53023
CVE-2002-0138,0.00329,0.23259
CVE-2002-0139,0.0245,0.83684
CVE-2002-0140,0.03528,0.88781
CVE-2002-0141,0.00295,0.19693
CVE-2002-0142,0.0308,0.87131
CVE-2002-0143,0.00796,0.54533
CVE-2002-0144,0.01926,0.79062
CVE-2002-0145,0.01571,0.74288
CVE-2002-0146,0.01491,0.72986
CVE-2002-0147,0.61761,0.99145
CVE-2002-0148,0.64489,0.9921
CVE-2002-0149,0.62704,0.99168
CVE-2002-0150,0.49477,0.98851
CVE-2002-0151,0.03257,0.87865
CVE-2002-0152,0.1737,0.97011
CVE-2002-0153,0.17747,0.97057
CVE-2002-0154,0.24864,0.97831
CVE-2002-0155,0.24104,0.97768
CVE-2002-0157,0.0035,0.25891
CVE-2002-0158,0.01058,0.62979
CVE-2002-0159,0.05439,0.9242
CVE-2002-0160,0.02384,0.83183
CVE-2002-0162,0.00772,0.53722
CVE-2002-0163,0.15054,0.96606
CVE-2002-0164,0.00427,0.34237
CVE-2002-0165,0.00358,0.26851
CVE-2002-0166,0.01797,0.77481
CVE-2002-0167,0.02425,0.83497
CVE-2002-0168,0.02425,0.83497
CVE-2002-0169,0.00406,0.32077
CVE-2002-0170,0.01584,0.74494
CVE-2002-0171,0.0175,0.76846
CVE-2002-0172,0.00363,0.27369
CVE-2002-0173,0.00392,0.30566
CVE-2002-0174,0.00346,0.25311
CVE-2002-0175,0.00467,0.37726
CVE-2002-0176,0.00468,0.3783
CVE-2002-0177,0.09549,0.95285
CVE-2002-0178,0.00622,0.4755
CVE-2002-0179,0.03215,0.87675
CVE-2002-0180,0.04416,0.90973
CVE-2002-0181,0.01847,0.78138
CVE-2002-0184,0.01199,0.6681
CVE-2002-0185,0.04166,0.90501
CVE-2002-0186,0.55455,0.99003
CVE-2002-0187,0.13893,0.96397
CVE-2002-0188,0.16347,0.9685
CVE-2002-0189,0.13606,0.9633
CVE-2002-0190,0.24002,0.9776
CVE-2002-0191,0.28982,0.98096
CVE-2002-0193,0.33339,0.98318
CVE-2002-0196,0.01575,0.74359
CVE-2002-0197,0.0245,0.83684
CVE-2002-0198,0.05332,0.9231
CVE-2002-0199,0.03364,0.88253
CVE-2002-0200,0.07276,0.94132
CVE-2002-0201,0.21109,0.97498
CVE-2002-0202,0.00404,0.31886
CVE-2002-0203,0.01878,0.78517
CVE-2002-0204,0.03215,0.87674
CVE-2002-0205,0.01588,0.74543
CVE-2002-0206,0.06497,0.9351
CVE-2002-0207,0.07016,0.93934
CVE-2002-0208,0.01999,0.79845
CVE-2002-0209,0.03319,0.88102
CVE-2002-0210,0.00887,0.57534
CVE-2002-0211,0.00886,0.57476
CVE-2002-0212,0.01588,0.74542
CVE-2002-0213,0.00345,0.25164
CVE-2002-0214,0.00341,0.24785
CVE-2002-0215,0.07475,0.94247
CVE-2002-0216,0.013,0.69187
CVE-2002-0217,0.01771,0.77164
CVE-2002-0218,0.00428,0.34333
CVE-2002-0219,0.00498,0.40048
CVE-2002-0220,0.0211,0.80978
CVE-2002-0221,0.01614,0.74932
CVE-2002-0222,0.01571,0.74295
CVE-2002-0223,0.01771,0.77169
CVE-2002-0224,0.26708,0.97955
CVE-2002-0225,0.00326,0.22938
CVE-2002-0226,0.01748,0.7683
CVE-2002-0227,0.03461,0.88572
CVE-2002-0228,0.19866,0.97329
CVE-2002-0229,0.09579,0.95297
CVE-2002-0230,0.07702,0.94384
CVE-2002-0231,0.09557,0.9529
CVE-2002-0232,0.01868,0.78398
CVE-2002-0233,0.02039,0.80266
CVE-2002-0234,0.00354,0.26367
CVE-2002-0235,0.01316,0.6952
CVE-2002-0236,0.07414,0.94216
CVE-2002-0237,0.03692,0.89279
CVE-2002-0238,0.01571,0.74292
