#model_version:v2026.06.15,score_date:2026-09-24T12:00:20Z
cve,epss,percentile
CVE-2008-6700,0.01507,0.73259
CVE-2008-6701,0.01359,0.70489
CVE-2008-6702,0.03427,0.8845
CVE-2008-6703,0.08251,0.94697
CVE-2008-6704,0.02008,0.79976
CVE-2008-6705,0.02088,0.80776
CVE-2008-6706,0.02261,0.82232
CVE-2008-6707,0.01498,0.73103
CVE-2008-6708,0.02098,0.80874
CVE-2008-6709,0.02445,0.83637
CVE-2008-6710,0.02098,0.80874
CVE-2008-6711,0.02445,0.83638
CVE-2008-6712,0.07396,0.94205
CVE-2008-6713,0.07788,0.94436
CVE-2008-6714,0.1203,0.95986
CVE-2008-6715,0.01445,0.72132
CVE-2008-6716,0.0247,0.8382
CVE-2008-6717,0.0247,0.83821
CVE-2008-6718,0.02206,0.81802
CVE-2008-6719,0.0247,0.83821
CVE-2008-6720,0.00975,0.60459
CVE-2008-6721,0.00967,0.60121
CVE-2008-6722,0.00198,0.08531
CVE-2008-6723,0.02588,0.84604
CVE-2008-6724,0.01065,0.63215
CVE-2008-6725,0.00952,0.59645
CVE-2008-6726,0.02125,0.81114
CVE-2008-6727,0.01499,0.7312
CVE-2008-6728,0.01125,0.64825
CVE-2008-6729,0.00992,0.60946
CVE-2008-6730,0.01977,0.79601
CVE-2008-6731,0.05725,0.92755
CVE-2008-6732,0.01065,0.63226
CVE-2008-6733,0.01065,0.63227
CVE-2008-6734,0.02962,0.86641
CVE-2008-6735,0.0185,0.78179
CVE-2008-6736,0.02198,0.81728
CVE-2008-6737,0.02665,0.85096
CVE-2008-6738,0.02561,0.84424
CVE-2008-6739,0.02252,0.82171
CVE-2008-6740,0.01812,0.77703
CVE-2008-6741,0.00967,0.6012
CVE-2008-6742,0.02163,0.81433
CVE-2008-6743,0.02588,0.84604
CVE-2008-6744,0.01044,0.62592
CVE-2008-6745,0.0594,0.92991
CVE-2008-6746,0.01067,0.63268
CVE-2008-6747,0.01202,0.66859
CVE-2008-6748,0.03741,0.89428
CVE-2008-6749,0.01975,0.79574
CVE-2008-6750,0.03506,0.88723
CVE-2008-6751,0.03614,0.8904
CVE-2008-6752,0.06348,0.93384
CVE-2008-6753,0.01063,0.63131
CVE-2008-6754,0.00973,0.60392
CVE-2008-6755,0.01205,0.66935
CVE-2008-6756,0.0034,0.24593
CVE-2008-6757,0.01507,0.73269
CVE-2008-6758,0.00963,0.60007
CVE-2008-6759,0.01307,0.69337
CVE-2008-6760,0.01739,0.76707
CVE-2008-6761,0.06317,0.9336
CVE-2008-6762,0.02095,0.80841
CVE-2008-6763,0.06523,0.93528
CVE-2008-6764,0.01497,0.73076
CVE-2008-6765,0.02429,0.83535
CVE-2008-6766,0.01382,0.70951
CVE-2008-6767,0.04584,0.91284
CVE-2008-6768,0.04429,0.91
CVE-2008-6769,0.04927,0.91797
CVE-2008-6770,0.05901,0.92952
CVE-2008-6771,0.05901,0.92952
CVE-2008-6772,0.02324,0.82751
CVE-2008-6773,0.01923,0.79039
CVE-2008-6774,0.01928,0.79086
CVE-2008-6775,0.02529,0.8422
CVE-2008-6776,0.00973,0.60342
CVE-2008-6777,0.00884,0.57432
CVE-2008-6778,0.01003,0.61309
CVE-2008-6779,0.00967,0.60135
CVE-2008-6780,0.00999,0.61184
CVE-2008-6781,0.01224,0.67484
CVE-2008-6782,0.01024,0.61969
CVE-2008-6783,0.01024,0.61967
CVE-2008-6784,0.01024,0.61967
CVE-2008-6785,0.03125,0.87312
CVE-2008-6786,0.01871,0.78442
CVE-2008-6787,0.00967,0.60154
CVE-2008-6788,0.00919,0.58541
CVE-2008-6789,0.00926,0.5876
CVE-2008-6790,0.01979,0.79629
CVE-2008-6791,0.07105,0.94006
CVE-2008-6792,0.011,0.6418
CVE-2008-6793,0.06928,0.93862
CVE-2008-6794,0.01003,0.61322
CVE-2008-6795,0.00975,0.6046
CVE-2008-6796,0.00973,0.6034
CVE-2008-6797,0.01698,0.76162
CVE-2008-6798,0.00967,0.6014
CVE-2008-6799,0.02833,0.86045
CVE-2008-6801,0.00351,0.26
CVE-2008-6802,0.01753,0.76915
CVE-2008-6803,0.00907,0.58171
CVE-2008-6804,0.02561,0.84424
CVE-2008-6805,0.01117,0.64627
CVE-2008-6806,0.04732,0.91506
CVE-2008-6807,0.02052,0.8041
CVE-2008-6808,0.00967,0.60111
CVE-2008-6809,0.00981,0.60612
CVE-2008-6810,0.00999,0.61181
CVE-2008-6811,0.07097,0.93998
CVE-2008-6812,0.00987,0.60799
CVE-2008-6813,0.00987,0.60799
CVE-2008-6814,0.03326,0.88121
CVE-2008-6815,0.02814,0.85949
CVE-2008-6816,0.04456,0.91055
CVE-2008-6817,0.00901,0.57948
CVE-2008-6818,0.00901,0.57948
CVE-2008-6819,0.013,0.692
CVE-2008-6820,0.01826,0.77883
CVE-2008-6821,0.03672,0.89223
CVE-2008-6822,0.04344,0.90845
CVE-2008-6823,0.01539,0.73795
CVE-2008-6824,0.0357,0.88909
CVE-2008-6825,0.20271,0.97383
CVE-2008-6826,0.04599,0.91309
CVE-2008-6827,0.01084,0.63753
CVE-2008-6828,0.00248,0.1432
CVE-2008-6829,0.37607,0.98486
CVE-2008-6830,0.0174,0.76714
CVE-2008-6831,0.01263,0.68383
CVE-2008-6832,0.00581,0.45324
CVE-2008-6833,0.08557,0.94868
CVE-2008-6834,0.04045,0.90239
CVE-2008-6835,0.01065,0.63211
CVE-2008-6836,0.00629,0.47858
CVE-2008-6837,0.02372,0.83104
CVE-2008-6838,0.0175,0.76857
CVE-2008-6839,0.01462,0.72461
CVE-2008-6840,0.01936,0.79193
CVE-2008-6841,0.05724,0.92753
CVE-2008-6842,0.01857,0.7827
CVE-2008-6843,0.06697,0.93664
CVE-2008-6844,0.02967,0.8666
CVE-2008-6845,0.02211,0.81841
CVE-2008-6846,0.03691,0.89276
CVE-2008-6847,0.01445,0.7213
CVE-2008-6848,0.01751,0.76865
CVE-2008-6849,0.02326,0.82766
CVE-2008-6850,0.01065,0.63203
CVE-2008-6851,0.00879,0.5729
CVE-2008-6852,0.00967,0.60132
CVE-2008-6853,0.00967,0.60131
CVE-2008-6854,0.02537,0.84269
CVE-2008-6855,0.02511,0.84085
CVE-2008-6856,0.02537,0.8427
CVE-2008-6857,0.02588,0.84605
CVE-2008-6858,0.02511,0.84086
CVE-2008-6859,0.02511,0.84085
CVE-2008-6860,0.02522,0.84175
CVE-2008-6861,0.02511,0.84084
CVE-2008-6862,0.02511,0.84087
CVE-2008-6863,0.02511,0.84085
CVE-2008-6864,0.02511,0.84086
CVE-2008-6865,0.01125,0.64826
CVE-2008-6866,0.01125,0.64826
CVE-2008-6867,0.01042,0.62505
CVE-2008-6868,0.01107,0.64364
CVE-2008-6869,0.06204,0.93252
CVE-2008-6870,0.02728,0.85457
CVE-2008-6871,0.02459,0.83743
CVE-2008-6872,0.05912,0.9296
CVE-2008-6873,0.00999,0.61174
CVE-2008-6874,0.00973,0.60363
CVE-2008-6875,0.0115,0.65462
CVE-2008-6876,0.01107,0.64364
CVE-2008-6877,0.0234,0.82873
CVE-2008-6878,0.0234,0.82872
CVE-2008-6879,0.04989,0.91896
CVE-2008-6880,0.00971,0.60298
CVE-2008-6881,0.01029,0.62108
CVE-2008-6882,0.02287,0.82452
CVE-2008-6883,0.01003,0.6133
CVE-2008-6884,0.05615,0.92644
CVE-2008-6885,0.01285,0.68844
CVE-2008-6886,0.01489,0.72954
CVE-2008-6887,0.00987,0.60797
CVE-2008-6888,0.01475,0.72703
CVE-2008-6889,0.01003,0.61325
CVE-2008-6890,0.00967,0.60151
CVE-2008-6891,0.01472,0.72647
CVE-2008-6892,0.02001,0.79874
CVE-2008-6893,0.01647,0.75424
CVE-2008-6894,0.01065,0.63199
CVE-2008-6895,0.0121,0.67104
CVE-2008-6896,0.01064,0.63163
CVE-2008-6897,0.05789,0.92825
CVE-2008-6898,0.31742,0.98238
CVE-2008-6899,0.05294,0.9227
CVE-2008-6900,0.03334,0.8815
CVE-2008-6901,0.01922,0.79025
CVE-2008-6902,0.03271,0.87916
CVE-2008-6903,0.06613,0.93603
CVE-2008-6904,0.1056,0.95616
CVE-2008-6905,0.00817,0.55245
CVE-2008-6906,0.01445,0.72125
CVE-2008-6907,0.00914,0.58379
CVE-2008-6908,0.01359,0.70492
CVE-2008-6909,0.01115,0.64579
CVE-2008-6910,0.01359,0.70491
CVE-2008-6911,0.02006,0.79958
CVE-2008-6912,0.07412,0.94214
CVE-2008-6913,0.03289,0.87989
CVE-2008-6914,0.03055,0.87036
CVE-2008-6915,0.01507,0.7326
CVE-2008-6916,0.04338,0.90832
CVE-2008-6917,0.01003,0.61327
CVE-2008-6918,0.04227,0.90629
CVE-2008-6919,0.02511,0.84086
CVE-2008-6920,0.05111,0.92057
CVE-2008-6921,0.05111,0.92057
CVE-2008-6922,0.09313,0.95197
CVE-2008-6923,0.00928,0.58836
CVE-2008-6924,0.01497,0.73077
CVE-2008-6925,0.00845,0.56183
CVE-2008-6926,0.04171,0.90508
CVE-2008-6927,0.04436,0.91018
CVE-2008-6928,0.03289,0.87989
CVE-2008-6929,0.03395,0.88349
CVE-2008-6930,0.03391,0.88337
CVE-2008-6931,0.03391,0.88337
CVE-2008-6932,0.04808,0.91619
CVE-2008-6933,0.02672,0.85146
CVE-2008-6934,0.02908,0.86409
CVE-2008-6935,0.05381,0.92359
CVE-2008-6936,0.03124,0.87308
CVE-2008-6937,0.03212,0.87656
CVE-2008-6938,0.26485,0.97939
CVE-2008-6939,0.03121,0.87292
CVE-2008-6940,0.02844,0.86101
CVE-2008-6941,0.0114,0.65182
CVE-2008-6942,0.03949,0.90015
CVE-2008-6943,0.03949,0.90016
CVE-2008-6944,0.03954,0.90028
CVE-2008-6945,0.01321,0.69634
CVE-2008-6946,0.03435,0.88481
CVE-2008-6947,0.07871,0.94487
CVE-2008-6948,0.07874,0.9449
CVE-2008-6949,0.0179,0.77391
CVE-2008-6950,0.00967,0.60148
CVE-2008-6951,0.01784,0.7733
CVE-2008-6952,0.02266,0.82272
CVE-2008-6953,0.08598,0.9489
CVE-2008-6954,0.02163,0.81426
CVE-2008-6955,0.06359,0.93392
CVE-2008-6956,0.04807,0.91617
CVE-2008-6957,0.02844,0.86101
CVE-2008-6958,0.0577,0.92804
CVE-2008-6959,0.05725,0.92755
CVE-2008-6960,0.06968,0.93891
CVE-2008-6961,0.01518,0.73442
CVE-2008-6962,0.00654,0.49102
CVE-2008-6963,0.02451,0.83693
CVE-2008-6964,0.00967,0.60144
CVE-2008-6965,0.02575,0.84519
CVE-2008-6966,0.02501,0.84016
CVE-2008-6967,0.01182,0.66372
CVE-2008-6968,0.00951,0.59592
CVE-2008-6969,0.01223,0.67429
CVE-2008-6970,0.07251,0.94111
CVE-2008-6971,0.07131,0.94027
CVE-2008-6972,0.00868,0.56963
CVE-2008-6973,0.02019,0.80079
CVE-2008-6974,0.01452,0.72264
CVE-2008-6975,0.01311,0.69415
CVE-2008-6976,0.09178,0.95147
CVE-2008-6977,0.01751,0.76865
CVE-2008-6978,0.04295,0.90752
CVE-2008-6979,0.01003,0.61344
CVE-2008-6980,0.01096,0.641
CVE-2008-6981,0.01029,0.62123
CVE-2008-6982,0.05735,0.92767
CVE-2008-6983,0.05786,0.92819
CVE-2008-6984,0.01353,0.70348
CVE-2008-6985,0.0158,0.74425
CVE-2008-6986,0.02808,0.85913
CVE-2008-6987,0.02124,0.81102
CVE-2008-6988,0.01862,0.78326
CVE-2008-6989,0.0101,0.61557
CVE-2008-6990,0.01032,0.62211
CVE-2008-6991,0.02057,0.80456
CVE-2008-6992,0.01382,0.70966
CVE-2008-6993,0.01902,0.78801
CVE-2008-6994,0.10216,0.95509
CVE-2008-6995,0.048,0.91607
CVE-2008-6996,0.06423,0.93446
CVE-2008-6997,0.03676,0.89234
CVE-2008-6998,0.09683,0.95329
CVE-2008-6999,0.01324,0.69685
CVE-2008-7000,0.02052,0.8041
CVE-2008-7001,0.0355,0.88847
CVE-2008-7002,0.00832,0.55748
CVE-2008-7003,0.00967,0.60124
CVE-2008-7004,0.01678,0.75882
CVE-2008-7005,0.09108,0.95126
CVE-2008-7006,0.06635,0.93619
CVE-2008-7007,0.02588,0.84604
CVE-2008-7008,0.02824,0.85997
CVE-2008-7009,0.01059,0.63008
CVE-2008-7010,0.03698,0.89296
CVE-2008-7011,0.02168,0.81466
CVE-2008-7012,0.06674,0.93645
CVE-2008-7013,0.00926,0.58753
CVE-2008-7014,0.02607,0.84729
CVE-2008-7015,0.02765,0.85676
CVE-2008-7016,0.00581,0.45324
CVE-2008-7017,0.00898,0.57853
CVE-2008-7018,0.01022,0.619
CVE-2008-7019,0.02561,0.84423
CVE-2008-7020,0.00203,0.09047
CVE-2008-7021,0.02735,0.85496
CVE-2008-7022,0.04818,0.91632
CVE-2008-7023,0.01809,0.77649
CVE-2008-7024,0.02532,0.84241
CVE-2008-7025,0.02015,0.80039
CVE-2008-7026,0.04701,0.9146
CVE-2008-7027,0.02287,0.82451
CVE-2008-7028,0.02561,0.84425
CVE-2008-7029,0.0156,0.7413
CVE-2008-7030,0.00971,0.60295
CVE-2008-7031,0.08251,0.94697
CVE-2008-7032,0.02423,0.8348
CVE-2008-7033,0.00971,0.603
CVE-2008-7034,0.01514,0.73386
CVE-2008-7035,0.00845,0.56176
CVE-2008-7036,0.01497,0.73076
CVE-2008-7037,0.0145,0.72212
CVE-2008-7038,0.01154,0.65594
CVE-2008-7039,0.01033,0.62261
CVE-2008-7040,0.02797,0.85854
CVE-2008-7041,0.02773,0.85741
CVE-2008-7042,0.02307,0.82617
CVE-2008-7043,0.0172,0.76463
CVE-2008-7044,0.00999,0.61185
CVE-2008-7045,0.02602,0.84698
CVE-2008-7046,0.02163,0.81431
CVE-2008-7047,0.03128,0.87322
CVE-2008-7048,0.01062,0.63087
CVE-2008-7049,0.00975,0.60454
CVE-2008-7050,0.01885,0.78596
CVE-2008-7051,0.02511,0.84086
CVE-2008-7052,0.03289,0.87989
CVE-2008-7053,0.06542,0.93551
CVE-2008-7054,0.07041,0.93953
CVE-2008-7055,0.02002,0.79881
CVE-2008-7056,0.02459,0.83742
CVE-2008-7057,0.01453,0.72291
CVE-2008-7058,0.00941,0.59258
CVE-2008-7059,0.00969,0.60231
CVE-2008-7060,0.01109,0.64427
CVE-2008-7061,0.04256,0.90683
CVE-2008-7062,0.0672,0.93682
CVE-2008-7063,0.02229,0.8199
CVE-2008-7064,0.0319,0.87563
CVE-2008-7065,0.03732,0.89404
CVE-2008-7066,0.02501,0.84017
CVE-2008-7067,0.02294,0.82506
CVE-2008-7068,0.01591,0.74588
CVE-2008-7069,0.0253,0.84229
CVE-2008-7070,0.0505,0.91979
CVE-2008-7071,0.00967,0.60158
CVE-2008-7072,0.01445,0.72122
CVE-2008-7073,0.01812,0.77702
CVE-2008-7074,0.04893,0.91747
CVE-2008-7075,0.02028,0.80167
CVE-2008-7076,0.03391,0.88337
CVE-2008-7077,0.00973,0.60365
CVE-2008-7078,0.07139,0.94036
CVE-2008-7079,0.05757,0.9279
CVE-2008-7080,0.07587,0.94315
CVE-2008-7081,0.02239,0.82078
CVE-2008-7082,0.00597,0.46235
CVE-2008-7083,0.00967,0.60158
CVE-2008-7084,0.02755,0.85615
CVE-2008-7085,0.0199,0.79749
CVE-2008-7086,0.06641,0.93621
CVE-2008-7087,0.02304,0.82594
CVE-2008-7088,0.03253,0.87848
CVE-2008-7089,0.0171,0.76337
CVE-2008-7090,0.08298,0.94721
CVE-2008-7091,0.02098,0.80877
CVE-2008-7092,0.01774,0.77204
CVE-2008-7093,0.01546,0.73894
CVE-2008-7094,0.0144,0.72039
CVE-2008-7095,0.01411,0.71492
CVE-2008-7096,0.00322,0.22498
CVE-2008-7097,0.02082,0.8071
CVE-2008-7098,0.02003,0.79894
CVE-2008-7099,0.02016,0.80048
CVE-2008-7100,0.01206,0.66977
CVE-2008-7101,0.01256,0.68241
CVE-2008-7102,0.01402,0.71337
CVE-2008-7103,0.09751,0.95355
CVE-2008-7104,0.03329,0.88134
CVE-2008-7105,0.03329,0.88134
CVE-2008-7106,0.02585,0.84579
CVE-2008-7107,0.00833,0.55793
CVE-2008-7108,0.01022,0.61895
CVE-2008-7109,0.04133,0.9044
CVE-2008-7110,0.02884,0.86286
CVE-2008-7111,0.03368,0.88267
CVE-2008-7112,0.01435,0.71954
CVE-2008-7113,0.01173,0.66078
CVE-2008-7114,0.00909,0.58204
CVE-2008-7115,0.0411,0.90383
CVE-2008-7116,0.00967,0.60157
CVE-2008-7117,0.01731,0.76604
CVE-2008-7118,0.02445,0.8364
CVE-2008-7119,0.00967,0.60112
CVE-2008-7120,0.01062,0.63084
CVE-2008-7121,0.00899,0.57881
CVE-2008-7122,0.03059,0.87048
CVE-2008-7123,0.04058,0.90268
CVE-2008-7124,0.08606,0.94897
CVE-2008-7125,0.02237,0.82058
CVE-2008-7126,0.10012,0.95447
CVE-2008-7127,0.02156,0.8138
CVE-2008-7128,0.0139,0.71111
CVE-2008-7129,0.00878,0.57276
CVE-2008-7130,0.01222,0.67417
CVE-2008-7131,0.01202,0.66858
CVE-2008-7132,0.01062,0.6309
CVE-2008-7133,0.01462,0.72461
CVE-2008-7134,0.01524,0.73537
CVE-2008-7135,0.0215,0.81328
CVE-2008-7136,0.04237,0.90648
CVE-2008-7137,0.01717,0.76437
CVE-2008-7138,0.01295,0.69065
CVE-2008-7139,0.00728,0.52143
CVE-2008-7140,0.01478,0.72756
CVE-2008-7141,0.01436,0.71962
CVE-2008-7142,0.02604,0.84711
CVE-2008-7143,0.01052,0.62812
CVE-2008-7144,0.02266,0.82276
CVE-2008-7145,0.00961,0.59905
CVE-2008-7146,0.01324,0.69683
CVE-2008-7147,0.01022,0.61884
CVE-2008-7148,0.02072,0.80616
CVE-2008-7149,0.01239,0.67818
CVE-2008-7150,0.01022,0.6188
CVE-2008-7151,0.00604,0.46563
CVE-2008-7152,0.01924,0.79046
CVE-2008-7153,0.02386,0.83201
CVE-2008-7154,0.02539,0.84289
CVE-2008-7155,0.02328,0.82777
CVE-2008-7156,0.01906,0.78851
CVE-2008-7157,0.03326,0.88122
CVE-2008-7158,0.0333,0.88137
CVE-2008-7159,0.03424,0.88442
CVE-2008-7160,0.04026,0.902
CVE-2008-7161,0.06407,0.93421
CVE-2008-7162,0.0552,0.92505
CVE-2008-7163,0.04082,0.90325
CVE-2008-7164,0.01541,0.73827
CVE-2008-7165,0.00657,0.49229
CVE-2008-7166,0.02849,0.86125
CVE-2008-7167,0.04215,0.90606
CVE-2008-7168,0.05647,0.92673
CVE-2008-7169,0.00931,0.58942
CVE-2008-7170,0.09945,0.95427
CVE-2008-7171,0.01445,0.72129
CVE-2008-7172,0.02287,0.82453
CVE-2008-7173,0.04696,0.91453
CVE-2008-7174,0.04619,0.91342
CVE-2008-7175,0.01467,0.72574
CVE-2008-7176,0.01972,0.79554
CVE-2008-7177,0.02393,0.83255
CVE-2008-7178,0.02175,0.81527
CVE-2008-7179,0.02287,0.82451
CVE-2008-7180,0.0162,0.75027
CVE-2008-7181,0.02287,0.82453
CVE-2008-7182,0.24277,0.97782
CVE-2008-7183,0.01228,0.67565
CVE-2008-7184,0.01449,0.72208
CVE-2008-7185,0.03055,0.87036
CVE-2008-7186,0.01339,0.70045
CVE-2008-7187,0.01339,0.70045
CVE-2008-7188,0.023,0.82563
CVE-2008-7189,0.01446,0.72152
CVE-2008-7190,0.01219,0.67331
CVE-2008-7191,0.01158,0.65669
CVE-2008-7192,0.00824,0.55491
CVE-2008-7193,0.00574,0.45016
CVE-2008-7194,0.01233,0.67697
CVE-2008-7195,0.01233,0.67696
CVE-2008-7196,0.02072,0.80616
CVE-2008-7197,0.01239,0.67818
CVE-2008-7198,0.01239,0.67817
CVE-2008-7199,0.01105,0.64324
CVE-2008-7200,0.01239,0.67817
CVE-2008-7201,0.01267,0.68474
CVE-2008-7202,0.01074,0.63447
CVE-2008-7203,0.02607,0.84729
CVE-2008-7204,0.00581,0.45325
CVE-2008-7205,0.01105,0.64312
CVE-2008-7206,0.00884,0.57454
CVE-2008-7207,0.00287,0.18823
CVE-2008-7208,0.01768,0.77125
CVE-2008-7209,0.06007,0.93058
CVE-2008-7210,0.01143,0.65269
CVE-2008-7211,0.00781,0.54028
CVE-2008-7212,0.01655,0.75542
CVE-2008-7213,0.02152,0.81344
CVE-2008-7214,0.00749,0.52916
CVE-2008-7215,0.01811,0.77673
CVE-2008-7216,0.05848,0.92903
CVE-2008-7217,0.01393,0.71171
CVE-2008-7218,0.02202,0.81766
CVE-2008-7219,0.02744,0.85552
CVE-2008-7220,0.13355,0.96275
CVE-2008-7221,0.0062,0.47427
CVE-2008-7222,0.01449,0.72205
CVE-2008-7223,0.01199,0.66786
CVE-2008-7224,0.02835,0.86052
CVE-2008-7225,0.05464,0.92446
CVE-2008-7226,0.00971,0.60306
CVE-2008-7227,0.00926,0.58753
CVE-2008-7228,0.0147,0.7263
CVE-2008-7229,0.01147,0.65361
CVE-2008-7230,0.01239,0.67816
CVE-2008-7231,0.00842,0.56064
CVE-2008-7232,0.24511,0.97801
CVE-2008-7233,0.04057,0.90268
CVE-2008-7234,0.0556,0.92558
CVE-2008-7235,0.04973,0.91872
CVE-2008-7236,0.04172,0.9051
CVE-2008-7237,0.04083,0.90326
CVE-2008-7238,0.02209,0.81829
CVE-2008-7239,0.02998,0.86798
CVE-2008-7240,0.06339,0.93377
CVE-2008-7241,0.00524,0.41965
CVE-2008-7242,0.01511,0.73334
CVE-2008-7243,0.00629,0.47869
CVE-2008-7244,0.04474,0.91084
CVE-2008-7245,0.06263,0.93308
CVE-2008-7246,0.02357,0.83008
CVE-2008-7247,0.01768,0.77131
CVE-2008-7248,0.0808,0.94595
CVE-2008-7249,0.04008,0.90162
CVE-2008-7250,0.01056,0.62922
CVE-2008-7251,0.02714,0.85382
CVE-2008-7252,0.02739,0.85525
CVE-2008-7253,0.02093,0.80818
CVE-2008-7254,0.01857,0.78268
CVE-2008-7255,0.00318,0.22071
CVE-2008-7256,0.00335,0.24086
CVE-2008-7257,0.11567,0.95883
CVE-2008-7258,0.01054,0.62864
CVE-2008-7261,0.00346,0.25353
CVE-2008-7262,0.02043,0.80314
CVE-2008-7263,0.0153,0.73628
CVE-2008-7264,0.01348,0.7025
CVE-2008-7265,0.032,0.87605
CVE-2008-7266,0.01105,0.64328
CVE-2008-7267,0.01185,0.66441
CVE-2008-7268,0.01616,0.74961
CVE-2008-7269,0.08391,0.9478
CVE-2008-7270,0.03426,0.88449
CVE-2008-7271,0.01899,0.78766
CVE-2008-7272,0.00888,0.57539
CVE-2008-7273,0.00398,0.31141
CVE-2008-7274,0.00971,0.60307
CVE-2008-7275,0.01321,0.69635
CVE-2008-7276,0.00298,0.19942
CVE-2008-7277,0.01467,0.72568
CVE-2008-7278,0.01984,0.79675
CVE-2008-7279,0.01013,0.61661
CVE-2008-7280,0.01694,0.76107
CVE-2008-7281,0.0173,0.76594
CVE-2008-7282,0.00837,0.55933
CVE-2008-7283,0.00898,0.57859
CVE-2008-7284,0.00785,0.54159
CVE-2008-7285,0.01118,0.6465
CVE-2008-7286,0.00785,0.5416
CVE-2008-7287,0.00883,0.57412
CVE-2008-7288,0.01105,0.64326
CVE-2008-7289,0.00883,0.57412
CVE-2008-7290,0.00883,0.57412
CVE-2008-7291,0.01417,0.71612
CVE-2008-7292,0.00384,0.29628
CVE-2008-7293,0.01675,0.7584
CVE-2008-7294,0.01012,0.61607
CVE-2008-7295,0.05105,0.92049
CVE-2008-7296,0.01005,0.61372
CVE-2008-7297,0.01005,0.61372
CVE-2008-7298,0.0099,0.60891
CVE-2008-7299,0.00785,0.54163
CVE-2008-7300,0.015,0.73152
CVE-2008-7301,0.00905,0.58105
CVE-2008-7302,0.01001,0.61251
CVE-2008-7303,0.03537,0.88808
CVE-2008-7309,0.01053,0.62839
CVE-2008-7310,0.0123,0.67617
CVE-2008-7311,0.0123,0.67617
CVE-2008-7312,0.01187,0.66509
CVE-2008-7313,0.04544,0.91204
CVE-2008-7314,0.01348,0.70238
CVE-2008-7315,0.03429,0.88461
CVE-2008-7316,0.00359,0.26893
CVE-2008-7319,0.06189,0.93236
CVE-2008-7320,0.00447,0.3613
CVE-2008-7321,0.00913,0.58323
CVE-2009-0001,0.06803,0.9376
CVE-2009-0002,0.07924,0.94515
CVE-2009-0003,0.09396,0.95229
CVE-2009-0004,0.05663,0.92688
CVE-2009-0005,0.04459,0.91064
CVE-2009-0006,0.08199,0.94671
CVE-2009-0007,0.0772,0.94398
CVE-2009-0008,0.03998,0.90139
CVE-2009-0009,0.0256,0.84418
CVE-2009-0010,0.08221,0.94682
CVE-2009-0011,0.00288,0.19025
CVE-2009-0012,0.05427,0.92407
CVE-2009-0013,0.00322,0.22526
CVE-2009-0014,0.00377,0.28872
CVE-2009-0015,0.0032,0.22323
CVE-2009-0016,0.02039,0.80265
CVE-2009-0017,0.00446,0.36043
CVE-2009-0018,0.02521,0.84167
CVE-2009-0019,0.02122,0.81077
CVE-2009-0020,0.02903,0.86383
CVE-2009-0021,0.03218,0.87687
CVE-2009-0022,0.03534,0.88799
CVE-2009-0023,0.0853,0.94854
CVE-2009-0024,0.00351,0.26003
CVE-2009-0025,0.0686,0.93802
CVE-2009-0026,0.26778,0.97959
CVE-2009-0027,0.01805,0.776
CVE-2009-0028,0.00698,0.51003
CVE-2009-0029,0.00418,0.33391
CVE-2009-0030,0.01675,0.75831
CVE-2009-0031,0.00408,0.32217
CVE-2009-0032,0.00356,0.26578
CVE-2009-0033,0.10053,0.95457
CVE-2009-0034,0.00406,0.32096
CVE-2009-0035,0.00468,0.37784
CVE-2009-0036,0.01172,0.66073
CVE-2009-0037,0.0905,0.95104
CVE-2009-0038,0.18003,0.97088
CVE-2009-0039,0.11059,0.95763
CVE-2009-0040,0.04825,0.91641
CVE-2009-0041,0.02715,0.85388
CVE-2009-0042,0.04268,0.90708
CVE-2009-0043,0.53296,0.98948
CVE-2009-0046,0.01181,0.66364
CVE-2009-0047,0.01181,0.66365
CVE-2009-0048,0.01181,0.66364
CVE-2009-0049,0.01185,0.66437
CVE-2009-0050,0.01336,0.69992
CVE-2009-0051,0.01174,0.66158
CVE-2009-0052,0.01079,0.63562
CVE-2009-0053,0.00788,0.5425
CVE-2009-0054,0.00788,0.54249
CVE-2009-0055,0.00448,0.36229
CVE-2009-0056,0.00547,0.43404
CVE-2009-0057,0.00891,0.57642
CVE-2009-0058,0.0078,0.54
CVE-2009-0059,0.01929,0.79092
CVE-2009-0061,0.01619,0.75012
CVE-2009-0062,0.02613,0.84764
CVE-2009-0063,0.01328,0.69775
CVE-2009-0064,0.02206,0.81798
CVE-2009-0065,0.1673,0.96923
CVE-2009-0066,0.02194,0.81678
CVE-2009-0068,0.02164,0.81436
CVE-2009-0069,0.00355,0.26483
CVE-2009-0070,0.02859,0.86168
CVE-2009-0071,0.06586,0.93586
CVE-2009-0072,0.09413,0.95234
CVE-2009-0075,0.85277,0.99711
CVE-2009-0076,0.33537,0.98327
CVE-2009-0077,0.78496,0.99572
CVE-2009-0078,0.02744,0.85546
CVE-2009-0079,0.04064,0.90278
CVE-2009-0080,0.02358,0.83015
CVE-2009-0081,0.32106,0.98257
CVE-2009-0082,0.01353,0.70364
CVE-2009-0083,0.01461,0.72436
CVE-2009-0084,0.31808,0.9824
CVE-2009-0085,0.15193,0.9663
CVE-2009-0086,0.1415,0.96444
CVE-2009-0087,0.25892,0.97908
CVE-2009-0088,0.28446,0.98062
CVE-2009-0089,0.05071,0.92002
CVE-2009-0090,0.20982,0.97484
CVE-2009-0091,0.25811,0.97901
CVE-2009-0093,0.1702,0.96964
